household_key,age,gender,education,marital_status,household_size_f,employment_income,other_income,windfall_income,agri_income,non_agri_income,transfer_income,total_income,food_expenditure,nonfood_expenditure,total_expenditure,expense_to_income_ratio,financial_surplus,savings_ratio,per_capita_income,employment_capacity,debt_amount,debt_records,debt_sources,debt_to_income_ratio,credit_card_debt,has_credit_card_debt,has_creditmix_match,credit_score,credit_defaulted,credit_clv,credit_fraud_txn,cc_utilization_ratio,cc_late_payments,cc_credit_lines,cc_debt_to_income_ratio,cc_total_spend_last_year,cc_avg_txn_amount,cc_total_txns,cc_tenure_years,vehicle_ownership,instalment_goods_flag,instalment_amount,financial_health_score,financial_risk_level
122056_6_1,57.0,2.0,10.0,1,4,0.0,60000.0,0.0,0.0,0.0,0.0,60000.0,3957,25646,29603,0.4933751104148264,30397.0,0.5066082231962801,15000.0,0.0,170022.0,1.0,14.0,0.23614133869258516,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,84.9,Medium Risk
122057_10_1,45.0,1.0,13.0,1,4,45283.0,0.0,25000.0,0.0,0.0,0.0,70283.0,8264,100178,108442,1.542911615730465,-38159.0,-0.5429258437197655,17570.75,0.5,20.0,1.0,10.0,2.371362478168644e-05,0.0,2.0,1,643.0,1.0,40879.0,0.0,0.84,0.0,5.0,0.62,13253.0,496.5276190476191,21.0,15.0,1,2.0,0.0,64.4,High Risk
122057_5_1,38.0,1.0,11.0,2,3,57619.0,0.0,110000.0,0.0,0.0,800.0,168419.0,4490,52996,57486,0.34132525828286425,110933.0,0.6586688041800262,56139.666666666664,0.5,205022.0,1.0,14.0,0.10144436324268478,0.0,2.0,1,642.0,0.0,16113.0,2.0,0.79,5.0,9.0,0.85,14977.0,465.1154545454546,22.0,25.0,0,2.0,0.0,87.4,Low Risk
122058_5_1,36.0,1.0,5.0,1,5,31000.0,0.0,0.0,0.0,0.0,0.0,31000.0,4644,15190,19834,0.6397858133608594,11166.0,0.3601819296151737,6200.0,0.5,20.0,1.0,10.0,5.3763296335224907e-05,0.0,2.0,1,678.0,1.0,13684.0,0.0,0.97,1.0,4.0,0.87,5297.0,762.8536363636363,22.0,0.0,0,2.0,0.0,81.3,Medium Risk
122058_9_1,54.0,1.0,4.0,2,6,76000.0,0.0,0.0,0.0,0.0,0.0,76000.0,5155,32354,37509,0.4935329798292128,38491.0,0.5064538624491783,12666.666666666666,0.8,480038.0,1.0,16.0,0.5263568789946502,0.0,2.0,1,713.0,1.0,49851.0,1.0,0.25,1.0,6.0,0.23,22098.0,635.7657692307693,26.0,16.0,1,2.0,0.0,77.6,Medium Risk
122059_10_1,57.0,1.0,13.0,2,3,10000.0,14038.0,0.0,0.0,0.0,0.0,24038.0,3260,70030,73290,3.0487957069761635,-49252.0,-2.0488373060443448,8012.666666666667,0.3333333333333333,700021.0,1.0,12.0,2.426777647968328,0.0,2.0,1,570.0,1.0,7873.0,0.0,0.83,1.0,2.0,0.07,1600.0,375.8069565217391,23.0,1.0,0,2.0,0.0,44.9,High Risk
122059_1_1,69.0,1.0,11.0,1,4,50150.0,0.0,0.0,0.0,0.0,0.0,50150.0,3731,38783,42514,0.8477198859444478,7636.0,0.15226017427369345,12537.5,0.6666666666666666,150028.0,1.0,12.0,0.24929835610110318,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,81.7,Medium Risk
122059_5_1,53.0,2.0,11.0,2,6,30000.0,360000.0,0.0,0.0,0.0,0.0,390000.0,6458,39103,45561,0.1168227773774939,344439.0,0.8831746585265166,65000.0,0.25,20.0,1.0,10.0,4.27350336036253e-06,0.0,2.0,1,571.0,0.0,21433.0,0.0,0.02,2.0,7.0,0.1,7197.0,597.4505882352942,17.0,1.0,1,2.0,0.0,94.2,Low Risk
122060_5_1,69.0,1.0,4.0,2,5,33000.0,0.0,0.0,0.0,0.0,1200.0,34200.0,3026,18238,21264,0.6217362065436683,12936.0,0.37823455454518873,6840.0,0.6666666666666666,20.0,1.0,10.0,4.8732824725085954e-05,0.0,2.0,1,690.0,0.0,19859.0,1.0,0.52,0.0,9.0,0.32,10794.0,532.3615789473683,19.0,11.0,3,2.0,0.0,86.8,Low Risk
122060_9_1,39.0,1.0,8.0,2,4,25000.0,0.0,0.0,0.0,0.0,0.0,25000.0,4685,24890,29575,1.1829526818927243,-4575.0,-0.18299268029278828,6250.0,1.0,500021.0,1.0,12.0,1.666731110896297,0.0,2.0,1,634.0,0.0,10991.0,0.0,0.07,2.0,5.0,0.72,10431.0,606.286923076923,13.0,2.0,1,2.0,0.0,76.7,Medium Risk
122061_5_1,60.0,1.0,4.0,1,4,0.0,0.0,0.0,0.0,0.0,3500.0,3500.0,4284,25586,29870,5.0,-26370.0,-3.0,875.0,0.0,43022.0,1.0,16.0,1.0243089450251184,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,36.8,High Risk
122061_9_1,62.0,1.0,10.0,2,3,41000.0,0.0,0.0,0.0,0.0,0.0,41000.0,7072,57016,64088,1.5630838272237262,-23088.0,-0.5631082168727592,13666.666666666666,0.6666666666666666,6021.0,1.0,12.0,0.012237780004512186,0.0,2.0,1,631.0,1.0,12169.0,0.0,0.24,0.0,1.0,0.92,5453.0,560.0079999999999,15.0,11.0,0,2.0,0.0,68.4,High Risk
122062_4_1,67.0,1.0,10.0,2,3,0.0,0.0,50000.0,0.0,0.0,0.0,50000.0,3973,37889,41862,0.8372232555348893,8138.0,0.1627567448651027,16666.666666666668,0.0,50028.0,1.0,12.0,0.08337986103356494,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,0.0,77.0,Medium Risk
122062_8_1,76.0,1.0,19.0,2,2,0.0,5000.0,0.0,0.0,0.0,1900.0,6900.0,3051,8665,11716,1.6977249673960295,-4816.0,-0.6978698739313143,3450.0,0.0,4028.0,1.0,12.0,0.048646755473967705,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,68.5,High Risk
122063_3_1,48.0,1.0,8.0,1,2,30000.0,15000.0,0.0,0.0,0.0,0.0,45000.0,5388,22209,27597,0.6132530388213595,17403.0,0.38672473945023444,22500.0,1.0,185022.0,1.0,14.0,0.3426326988283355,0.0,2.0,1,584.0,1.0,34373.0,0.0,0.64,2.0,9.0,0.36,10637.0,455.9980952380952,21.0,17.0,0,2.0,0.0,89.2,Low Risk
122063_7_1,45.0,1.0,19.0,1,1,15000.0,0.0,0.0,0.0,0.0,0.0,15000.0,1639,2789,4428,0.2951803213119125,10572.0,0.704753016465569,15000.0,1.0,20.0,1.0,10.0,0.00011111049383058984,0.0,2.0,1,721.0,1.0,28843.0,0.0,0.5,0.0,9.0,0.31,6205.0,707.3297058823529,34.0,10.0,0,2.0,0.0,85.9,Low Risk
122064_1_1,48.0,1.0,10.0,1,4,0.0,180000.0,0.0,463351.0,0.0,3000.0,646351.0,4640,94825,99465,0.15388673663885932,546886.0,0.8461117162165507,161587.75,0.0,20.0,1.0,10.0,2.578577973554878e-06,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,90.8,Low Risk
122064_5_1,65.0,1.0,12.0,2,5,49000.0,600000.0,0.0,0.0,0.0,28000.0,677000.0,4285,891445,895730,1.3230851948520017,-218730.0,-0.3230866719546943,135400.0,0.3333333333333333,850022.0,1.0,12.0,0.10463095708629283,0.0,2.0,1,737.0,1.0,31953.0,0.0,0.77,1.0,9.0,0.19,11220.0,513.57625,24.0,14.0,3,2.0,0.0,74.1,Medium Risk
122064_9_1,78.0,1.0,6.0,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6167,25930,32097,5.0,-32097.0,-3.0,0.0,0.0,20.0,1.0,10.0,10.0,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,6.6,High Risk
122065_3_1,81.0,1.0,5.0,2,3,3000.0,82000.0,0.0,0.0,0.0,1900.0,86900.0,2459,22126,24585,0.28290813684537575,62315.0,0.7170803558071829,28966.666666666668,0.5,5028.0,1.0,12.0,0.004821629438406753,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,93.1,Low Risk
122065_7_1,53.0,2.0,10.0,2,3,0.0,285400.0,300000.0,0.0,0.0,21000.0,606400.0,4581,504762,509343,0.8399441953426858,97057.0,0.16005415558351652,202133.33333333334,0.0,278024.0,1.0,14.0,0.038206898883176826,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,83600.0,81.7,Medium Risk
122066_4_1,43.0,1.0,10.0,1,4,25000.0,0.0,0.0,0.0,0.0,1500.0,26500.0,7458,12813,20271,0.7649145315271122,6229.0,0.2350477340477718,6625.0,0.3333333333333333,20.0,1.0,10.0,6.289288398464156e-05,0.0,2.0,1,563.0,1.0,9599.0,0.0,0.98,0.0,5.0,0.72,3137.0,702.7163157894737,19.0,21.0,1,2.0,0.0,72.7,Medium Risk
122066_8_1,59.0,1.0,8.0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4811,29817,34628,5.0,-34628.0,-3.0,0.0,0.0,4028.0,1.0,12.0,10.0,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,4.6,High Risk
122067_2_1,51.0,1.0,11.0,1,3,19500.0,0.0,0.0,0.0,0.0,0.0,19500.0,2845,13248,16093,0.825239731295831,3407.0,0.1747089892826009,6500.0,0.5,20.0,1.0,10.0,8.546972021487087e-05,0.0,2.0,1,678.0,1.0,22704.0,0.0,0.24,2.0,6.0,0.38,6158.0,502.61777777777775,18.0,16.0,2,2.0,0.0,73.0,Medium Risk
122067_7_1,42.0,1.0,8.0,1,5,0.0,0.0,0.0,0.0,0.0,3500.0,3500.0,2940,27628,30568,5.0,-27068.0,-3.0,700.0,0.0,5021.0,1.0,12.0,0.11954477274350611,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,24.9,High Risk
122068_4_1,53.0,1.0,10.0,1,5,25000.0,0.0,0.0,0.0,0.0,0.0,25000.0,6988,57923,64911,2.5963361465541377,-39911.0,-1.5963761449542018,5000.0,0.25,10024.0,1.0,12.0,0.03341322195592682,0.0,2.0,1,673.0,0.0,9727.0,1.0,0.46,2.0,1.0,0.38,5530.0,589.448125,16.0,8.0,1,2.0,0.0,60.5,High Risk
122068_8_1,48.0,1.0,10.0,1,5,22250.0,0.0,0.0,0.0,0.0,2000.0,24250.0,5320,23590,28910,1.1921157890396272,-4660.0,-0.19215702445259988,4850.0,0.5,30021.0,1.0,12.0,0.10316459393610332,0.0,2.0,1,618.0,0.0,12198.0,0.0,0.15,0.0,2.0,0.07,4921.0,496.7647058823529,17.0,12.0,0,2.0,0.0,82.5,Medium Risk
123001_10_1,31.0,1.0,7.0,2,3,63440.0,0.0,0.0,0.0,0.0,0.0,63440.0,1855,19630,21485,0.3386611182043158,41955.0,0.6613231191185511,21146.666666666668,1.0,2820.0,1.0,12.0,0.0037042826499019414,0.0,2.0,1,659.0,1.0,27872.0,0.0,0.06,0.0,7.0,0.39,15590.0,472.8861904761905,21.0,7.0,0,2.0,0.0,81.3,Medium Risk
123001_3_1,45.0,1.0,6.0,1,4,29520.0,0.0,0.0,0.0,0.0,0.0,29520.0,4070,29490,33560,1.136817858473629,-4040.0,-0.13685173266488262,7380.0,0.5,18020.0,1.0,12.0,0.05086932342670668,0.0,2.0,1,558.0,1.0,36890.0,1.0,0.34,1.0,3.0,0.52,9945.0,534.02,15.0,18.0,1,2.0,0.0,68.0,High Risk
123002_5_1,76.0,1.0,2.0,2,10,15000.0,636000.0,0.0,0.0,0.0,0.0,651000.0,11940,64152,76092,0.11688461308047146,574908.0,0.8831138508235779,65100.0,0.2,50020.0,1.0,12.0,0.00640296897043408,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,94.2,Low Risk
123002_9_1,78.0,2.0,5.0,1,7,19000.0,0.0,0.0,0.0,0.0,0.0,19000.0,7220,38246,45466,2.3928214304510287,-26466.0,-1.392874059260039,2714.285714285714,1.0,3028.0,1.0,12.0,0.013280643505949536,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,77.6,Medium Risk
123003_2_1,55.0,1.0,2.0,2,3,12600.0,50000.0,0.0,0.0,0.0,0.0,62600.0,1940,12150,14090,0.22507627673679334,48510.0,0.7749077490774908,20866.666666666668,0.3333333333333333,20.0,1.0,10.0,2.66240327156114e-05,0.0,2.0,1,570.0,1.0,7873.0,0.0,0.83,1.0,2.0,0.07,1600.0,375.8069565217391,23.0,1.0,0,2.0,0.0,83.2,Medium Risk
123003_8_1,51.0,1.0,10.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7720,59350,67070,5.0,-67070.0,-3.0,0.0,0.0,120021.0,1.0,12.0,10.0,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,0.0,1.8,High Risk
123004_3_1,57.0,2.0,5.0,2,4,63500.0,0.0,0.0,0.0,0.0,0.0,63500.0,4295,22655,26950,0.4244027653107825,36550.0,0.575581486905718,15875.0,0.25,20.0,1.0,10.0,2.6246684715636856e-05,0.0,2.0,1,651.0,0.0,12574.0,0.0,0.61,1.0,3.0,0.34,9873.0,928.7392857142858,14.0,14.0,0,2.0,0.0,86.7,Low Risk
123004_9_1,83.0,2.0,4.0,1,6,59800.0,0.0,0.0,0.0,0.0,3000.0,62800.0,4485,32220,36705,0.5844652155220458,26095.0,0.41551886116463116,10466.666666666666,0.6666666666666666,19620.0,1.0,14.0,0.02603499729963203,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,94.1,Low Risk
123005_3_1,35.0,1.0,8.0,2,3,73760.0,0.0,0.0,0.0,0.0,0.0,73760.0,6180,17800,23980,0.3251040522769485,49780.0,0.6748823904231234,24586.666666666668,1.0,11020.0,1.0,12.0,0.01245027516011935,0.0,2.0,1,701.0,0.0,67331.0,1.0,0.95,0.0,4.0,0.57,16791.0,636.7511111111112,18.0,11.0,0,2.0,0.0,93.5,Low Risk
123005_7_1,40.0,1.0,8.0,1,4,57380.0,0.0,0.0,0.0,0.0,0.0,57380.0,5510,12940,18450,0.3215350028755163,38930.0,0.6784475697530541,14345.0,1.0,20.0,1.0,10.0,2.9046083063083734e-05,0.0,2.0,1,603.0,1.0,48466.0,0.0,0.06,2.0,8.0,0.61,14440.0,383.26235294117646,17.0,17.0,0,2.0,0.0,86.3,Low Risk
123006_10_1,34.0,1.0,19.0,2,9,40000.0,18000.0,0.0,0.0,0.0,0.0,58000.0,9845,29999,39844,0.6869536732125309,18156.0,0.3130290857054189,6444.444444444444,0.3333333333333333,150021.0,1.0,12.0,0.21554710409898836,0.0,2.0,1,636.0,0.0,53995.0,0.0,0.93,1.0,5.0,0.53,15429.0,658.0577777777777,27.0,11.0,0,2.0,0.0,82.0,Medium Risk
123006_5_1,65.0,1.0,6.0,2,7,40000.0,0.0,0.0,0.0,0.0,0.0,40000.0,6466,32456,38922,0.973025674358141,1078.0,0.026949326266843328,5714.285714285715,1.0,20.0,1.0,10.0,4.1666579861291955e-05,0.0,2.0,1,659.0,1.0,25431.0,1.0,0.4,0.0,3.0,1.0,9060.0,326.7888888888889,18.0,12.0,0,2.0,0.0,75.4,Medium Risk
123007_10_1,64.0,1.0,10.0,2,3,0.0,20000.0,40000.0,0.0,0.0,0.0,60000.0,2832,18790,21622,0.36036066065565575,38378.0,0.6396226729554507,20000.0,0.0,35021.0,1.0,12.0,0.04864021022193025,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,85.9,Low Risk
123007_3_1,55.0,1.0,13.0,1,1,0.0,15000.0,0.0,0.0,0.0,0.0,15000.0,2160,15700,17860,1.190587294180388,-2860.0,-0.19065395640290647,15000.0,0.0,20.0,1.0,10.0,0.00011111049383058984,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,81.1,Medium Risk
123008_4_1,50.0,2.0,5.0,4,2,8000.0,0.0,0.0,0.0,0.0,0.0,8000.0,1712,9988,11700,1.4623172103487063,-3700.0,-0.4624421947256593,4000.0,1.0,20.0,1.0,10.0,0.00020833116321704981,0.0,2.0,1,694.0,1.0,1047.0,0.0,0.93,1.0,4.0,0.05,956.0,454.07,16.0,22.0,0,2.0,0.0,75.3,Medium Risk
123008_8_1,44.0,1.0,11.0,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5962,71867,77829,5.0,-77829.0,-3.0,0.0,0.0,200020.0,1.0,12.0,10.0,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,3.4,High Risk
123009_5_1,51.0,2.0,13.0,1,4,0.0,420000.0,0.0,0.0,0.0,0.0,420000.0,6495,70326,76821,0.18290670736498246,343179.0,0.8170909116883055,105000.0,0.0,400021.0,1.0,12.0,0.07936923028388287,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,88.6,Low Risk
123010_2_1,44.0,1.0,8.0,1,7,0.0,3500.0,0.0,0.0,0.0,0.0,3500.0,6341,69105,75446,5.0,-71946.0,-3.0,500.0,0.0,180020.0,1.0,12.0,4.286088426466036,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,19.7,High Risk
123010_7_1,53.0,2.0,2.0,1,5,12000.0,20000.0,0.0,0.0,0.0,0.0,32000.0,1327,7005,8332,0.2603668635355145,23668.0,0.7396018874410175,6400.0,0.2,20.0,1.0,10.0,5.2083197700005986e-05,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,90.5,Low Risk
123011_1_1,68.0,1.0,4.0,1,5,20000.0,0.0,0.0,22500.0,0.0,0.0,42500.0,3211,18960,22171,0.5216583139220253,20329.0,0.4783181572198301,8500.0,0.5,20.0,1.0,10.0,3.921560938115808e-05,0.0,2.0,1,661.0,0.0,37749.0,0.0,0.04,1.0,7.0,0.59,28178.0,610.6786956521739,23.0,28.0,0,2.0,0.0,87.9,Low Risk
123011_5_1,76.0,2.0,14.0,1,3,0.0,3000.0,0.0,0.0,0.0,58000.0,61000.0,8297,29867,38164,0.6256290880477369,22836.0,0.37435451877838066,20333.333333333332,0.0,20.0,1.0,10.0,2.732236704594666e-05,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,81.9,Medium Risk
123012_5_1,74.0,1.0,4.0,2,5,60400.0,0.0,0.0,0.0,0.0,0.0,60400.0,8161,37690,45851,0.7591099485107863,14549.0,0.24087349547192927,12080.0,1.0,9520.0,1.0,14.0,0.013134639714901055,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,100.0,Low Risk
123012_9_1,57.0,1.0,6.0,2,3,62900.0,0.0,0.0,0.0,0.0,0.0,62900.0,3840,22685,26525,0.421694408673948,36375.0,0.57828969332761,20966.666666666668,0.6666666666666666,12520.0,1.0,14.0,0.01658715343514383,0.0,2.0,1,622.0,0.0,31946.0,0.0,0.67,0.0,5.0,0.57,9064.0,462.2882608695652,23.0,15.0,0,2.0,0.0,93.3,Low Risk
123013_2_1,65.0,2.0,5.0,1,4,55500.0,0.0,0.0,0.0,0.0,0.0,55500.0,4295,11230,15525,0.2797246896452316,39975.0,0.7202572926613935,13875.0,1.0,10531.0,1.0,14.0,0.015812288570137282,0.0,2.0,1,621.0,0.0,21448.0,0.0,0.3,2.0,8.0,0.53,6023.0,343.7258823529412,17.0,18.0,0,2.0,0.0,94.6,Low Risk
123013_8_1,40.0,2.0,5.0,1,5,44000.0,0.0,0.0,0.0,0.0,1800.0,45800.0,8520,26850,35370,0.7722538809196305,10430.0,0.22772428549594986,9160.0,0.5,8020.0,1.0,12.0,0.014592404307852424,0.0,2.0,1,614.0,0.0,25681.0,0.0,0.77,1.0,2.0,0.22,11779.0,688.2154166666668,24.0,4.0,1,2.0,0.0,84.0,Medium Risk
123014_3_1,80.0,1.0,6.0,1,6,35000.0,0.0,100000.0,0.0,0.0,0.0,135000.0,4425,138055,142480,1.0553995896326693,-7480.0,-0.05540699698520752,22500.0,0.5,50020.0,1.0,12.0,0.030876524150293735,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,87.1,Low Risk
123014_7_1,71.0,1.0,5.0,2,2,0.0,0.0,100000.0,0.0,0.0,0.0,100000.0,5723,33504,39227,0.3922660773392266,60773.0,0.6077239227607724,50000.0,0.0,50020.0,1.0,12.0,0.041683298597251166,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,86.7,Low Risk
123015_4_1,60.0,2.0,8.0,2,3,30000.0,15000.0,0.0,0.0,0.0,0.0,45000.0,4652,35800,40452,0.8989133574809449,4548.0,0.10106442079064909,15000.0,0.3333333333333333,140020.0,1.0,12.0,0.25929581611885905,0.0,2.0,1,634.0,0.0,6567.0,0.0,0.76,2.0,5.0,0.89,4716.0,799.6138888888888,18.0,12.0,0,2.0,0.0,77.3,Medium Risk
123015_8_1,69.0,1.0,11.0,2,5,70000.0,30000.0,20000.0,0.0,0.0,21000.0,141000.0,6735,123849,130584,0.9261210913397777,10416.0,0.07387181651193964,28200.0,1.0,20.0,1.0,10.0,1.1820323983260057e-05,0.0,2.0,1,636.0,1.0,37259.0,0.0,0.51,1.0,2.0,0.84,7955.0,438.2472222222222,18.0,0.0,2,2.0,0.0,85.9,Low Risk
123016_2_1,58.0,1.0,6.0,1,4,134100.0,0.0,0.0,0.0,0.0,0.0,134100.0,11500,72640,84140,0.627437528430064,49960.0,0.37255501450399325,33525.0,0.75,29020.0,1.0,12.0,0.018033794411015155,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,89.2,Low Risk
123016_7_1,44.0,2.0,6.0,1,4,78500.0,0.0,0.0,0.0,0.0,0.0,78500.0,7696,27590,35286,0.44949745863110024,43214.0,0.5504898026776729,19625.0,1.0,50020.0,1.0,12.0,0.053099731316633425,0.0,2.0,1,677.0,0.0,34643.0,0.0,0.96,1.0,1.0,0.02,12725.0,410.3352631578948,19.0,8.0,0,2.0,0.0,100.0,Low Risk
123017_2_1,64.0,1.0,6.0,2,2,26100.0,0.0,0.0,0.0,0.0,0.0,26100.0,4039,12075,16114,0.6173709819547144,9986.0,0.38259070533696027,13050.0,0.5,4020.0,1.0,12.0,0.012835208061276944,0.0,2.0,1,593.0,0.0,8060.0,0.0,0.13,0.0,9.0,0.02,7408.0,571.237894736842,19.0,20.0,0,2.0,0.0,91.2,Low Risk
123017_8_1,50.0,1.0,10.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5423,37215,42638,5.0,-42638.0,-3.0,0.0,0.0,20.0,1.0,10.0,10.0,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,2.8,High Risk
123018_3_1,30.0,1.0,10.0,1,5,100000.0,0.0,0.0,0.0,0.0,0.0,100000.0,3319,23529,26848,0.26847731522684776,73152.0,0.7315126848731512,20000.0,0.4,20.0,1.0,10.0,1.6666652777789352e-05,0.0,2.0,1,599.0,0.0,60254.0,0.0,0.78,1.0,9.0,0.24,25938.0,410.06388888888887,18.0,26.0,0,2.0,0.0,95.4,Low Risk
123018_7_1,59.0,1.0,5.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2684,49008,51692,5.0,-51692.0,-3.0,0.0,0.0,20.0,1.0,10.0,10.0,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,4.5,High Risk
123019_1_1,83.0,2.0,6.0,1,2,0.0,15000.0,0.0,0.0,0.0,0.0,15000.0,1163,5072,6235,0.4156389574028398,8765.0,0.5842943803746417,7500.0,0.0,20.0,1.0,10.0,0.00011111049383058984,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,86.5,Low Risk
123019_5_1,58.0,2.0,13.0,1,2,37000.0,0.0,0.0,0.0,0.0,0.0,37000.0,3093,46313,49406,1.3352612091565093,-12406.0,-0.3352882354530959,18500.0,0.5,20.0,1.0,10.0,4.504494359246939e-05,0.0,2.0,1,718.0,0.0,14299.0,0.0,0.73,1.0,6.0,0.76,5422.0,486.836,20.0,29.0,0,2.0,0.0,81.4,Medium Risk
123019_9_1,65.0,2.0,10.0,1,5,22500.0,0.0,0.0,0.0,0.0,0.0,22500.0,2444,18634,21078,0.9367583662948313,1422.0,0.06319719123594507,4500.0,0.3333333333333333,78020.0,1.0,12.0,0.28896189273373063,0.0,2.0,1,663.0,0.0,9916.0,0.0,0.93,1.0,5.0,0.56,6246.0,663.9215789473684,19.0,2.0,0,2.0,0.0,77.3,Medium Risk
123020_2_1,60.0,1.0,5.0,2,6,108680.0,0.0,0.0,0.0,0.0,0.0,108680.0,7065,33740,40805,0.3754566115512371,67875.0,0.6245341872084357,18113.333333333332,1.0,24020.0,1.0,12.0,0.018417971400770304,0.0,2.0,1,620.0,0.0,34817.0,1.0,0.34,1.0,4.0,0.52,30049.0,526.8205,20.0,21.0,0,2.0,0.0,92.6,Low Risk
123020_9_1,46.0,1.0,8.0,1,4,82780.0,0.0,0.0,0.0,0.0,0.0,82780.0,7603,26820,34423,0.41583213539338737,48357.0,0.5841557845399307,20695.0,0.6666666666666666,20.0,1.0,10.0,2.013366741798802e-05,0.0,2.0,1,644.0,1.0,75317.0,0.0,0.81,0.0,7.0,0.4,16243.0,363.958,20.0,22.0,0,2.0,0.0,88.1,Low Risk
123021_4_1,16.0,2.0,11.0,1,5,0.0,28000.0,0.0,0.0,0.0,0.0,28000.0,3296,32788,36084,1.2886682618477912,-8084.0,-0.2887039748580408,5600.0,0.0,20.0,1.0,10.0,5.952363237014176e-05,0.0,2.0,0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,72.1,Medium Risk
